qa_id,sample_index,country,map_no,template_no,question,ground_truth,ground_truth_type,legend_style,relative_region,generation_status,generated_tokens,inference_seconds,final_answer,evaluated_answer,answer_extraction_method,primary_score,strict_exact_match,metric,precision,recall,f1,rankwise_precision,mrr,map,rank_parse_success,rank_format_compliant,range_relation,normalized_ground_truth,normalized_prediction,evaluation_note
mapwise_china_map22_2C_t17_idx0010,10,china,map22_2C,17,Count the states with the values in range >2500.,3,Count,c,N,complete,1413,74.343,0,0,saved_final_answer,0.0,0,count_exact_match,,,,,,,,,,3,0,
mapwise_china_map22_2C_t32_idx0011,11,china,map22_2C,32,Yes or no: Tibet is an outlier compared to other states in the South China Sea region.,No,Binary,c,N,complete,1043,55.521,yes,yes,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,no,yes,
mapwise_china_map22_2C_t39_idx0012,12,china,map22_2C,39,Yes or no: all states bordering North Korea have values in range 2000-2500.,No,Binary,c,N,complete,1393,73.412,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_china_map22_2C_t21_idx0013,13,china,map22_2C,21,Yes or no: Guangxi has the highest value among the neighbours of Guizhou.,Yes,Binary,c,Y,complete,955,50.304,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_china_map22_2C_t31_idx0014,14,china,map22_2C,31,Yes or no: a majority of states bordering Russia have values less than 1000.,Yes,Binary,c,N,complete,787,41.283,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_china_map22_2C_t6_idx0015,15,china,map22_2C,6,Yes or no: the map depicts absolute values.,Yes,Binary,c,N,complete,187,10.176,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_china_map22_2C_t9_idx0016,16,china,map22_2C,9,Does the value of Hainan fall in range 2000 - 2500?,No,Binary,c,N,complete,182,9.86,No,No,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_china_map22_2C_t23_idx0017,17,china,map22_2C,23,How many states in the East China Sea region have a value higher than 2000?,3,Count,c,N,truncated,3072,158.199,"Got it, let's try to figure out this problem. First, I need to understand what the question is asking: ""How many states in the East China Sea region have a value higher than 2000?"" 

First, I need to recall which regions are in the East China Sea. Wait, the map is of China, so the East China Sea region would refer to the coastal provinces in the eastern part of China, near the East China Sea. Let's list the provinces that are in the East China Sea region. Typically, the provinces along the East China Sea are Jiangsu (JS), Zhejiang (ZJ), Shanghai (SH), Anhui (AH), Jiangxi (JX), Fujian (FJ), maybe also Shandong (SD)? Wait, no, Shandong is more in the Yellow Sea. Let me think. The East China Sea is to the east of China, so the provinces bordering the East China Sea are Jiangsu, Zhejiang, Shanghai, and maybe Fujian? Wait, no, Fujian is more south, but the East China Sea is between China and Japan, so the coastal provinces there are Jiangsu, Zhejiang, Shanghai, and maybe Anhui? Wait, no, Anhui is inland. Wait, let's check the map labels.

Looking at the map, the provinces labeled are: SD (Shandong), JS (Jiangsu), AH (Anhui), ZJ (Zhejiang), SH (Shanghai), maybe others. Let's list all the provinces on the map. The labels are: HL, JI, LN, NM, SX, HA, HB, GZ, JX, FJ, SC, YN, GX, GZ, CQ, SN, NX, GS, QH, XJ, XZ, etc. Wait, the East China Sea region would be the provinces in the eastern part of China, near the East China Sea. So provinces like Jiangsu (JS), Zhejiang (ZJ), Shanghai (SH), Anhui (AH), maybe Shandong (SD)? Wait, Shandong is on the Yellow Sea, but maybe the question is considering the East China Sea region as the coastal provinces in the east.

First, let's check the color scale. The legend says ""Value"" with a scale from 0 to 2500. The darker the color, the higher the value. So we need to find provinces with value >2000. Looking at the map, the darkest purple is 2500, then lighter purples. So which provinces have color indicating >2000?

Looking at the map:

- SD (Shandong): the color is a dark purple, maybe around 2500?
- JS (Jiangsu): also dark purple, maybe 2500?
- AH (Anhui): very dark, maybe 2500?
- ZJ (Zhejiang): dark purple, maybe 2500?
- SH (Shanghai): also dark purple, maybe 2500?

Wait, let's check the color. The legend has a gradient: the top is dark purple (2500), then lighter purples. So any province with color as dark as the top of the legend (2500) or darker (but it's a gradient, so the darkest is 2500). So we need to find provinces where the color is in the range above 2000. The legend shows that 2000 is a lighter purple, so values above 2000 would be from 2000 to 2500, but the question is ""higher than 2000"", so >2000.

Looking at the map:

- SD: color is very dark, probably 2500 (since it's one of the darkest)
- JS: also very dark, same as SD
- AH: very dark, maybe 2500
- ZJ: dark purple, maybe 2500
- SH: dark purple, maybe 2500

Wait, but let's check the exact labels. The map has labels like SD, JS, AH, ZJ, SH. Let's count these. Are there others?

Wait, the East China Sea region: the provinces along the East China Sea. Let's confirm which provinces are in the East China Sea region. The East China Sea is bordered by China's provinces: Jiangsu (JS), Zhejiang (ZJ), Shanghai (SH), Anhui (AH), and maybe Shandong (SD)? Wait, Shandong is on the Yellow Sea, but maybe the question is considering the East China Sea region as the eastern coastal provinces. Let's check the map's labels.

Looking at the map, the provinces in the east:

- SD (Shandong) is in the east, but is it East China Sea? Shandong is on the Yellow Sea, but maybe the question is using ""East China Sea region"" as the eastern part of China, including provinces near the East China Sea.

Wait, maybe the question is referring to the provinces that are in the East China Sea region, which are typically Jiangsu, Zhejiang, Shanghai, Anhui, and maybe Fujian? But Fujian is labeled as FJ on the map. Let's check the labels:

On the map, the labels for the eastern provinces are:

- SD (Shandong)
- JS (Jiangsu)
- AH (Anhui)
- ZJ (Zhejiang)
- SH (Shanghai)
- FJ (Fujian)
- Maybe also JX (Jiangxi), but Jiangxi is more central.

Wait, let's check the color of each:

- SD: dark purple (value ~2500)
- JS: dark purple (value ~2500)
- AH: very dark (value ~2500)
- ZJ: dark purple (value ~2500)
- SH: dark purple (value ~2500)
- FJ: maybe a lighter purple, but let's see.

Wait, the legend: the color for 2000 is a certain shade. The question is ""higher than 2000"", so values >2000. So we need to find provinces where the color is darker than the 2000 mark.

Looking at the map, the provinces with color darker than 2000 (i.e., >2000) are:

- SD (Shandong)
- JS (Jiangsu)
- AH (Anhui)
- ZJ (Zhejiang)
- SH (Shanghai)

Wait, let's count these. Are there any others?

What about Fujian (FJ)? Let's check. FJ is labeled on the map. Is its color darker than 2000? The legend shows that 2000 is a lighter purple, so if FJ is a bit lighter, maybe not. Let's see the map: FJ is in the southeast, and its color is a medium purple, maybe around 1500-2000. So probably not.

Jiangxi (JX) is labeled, but it's more central, not near the East China Sea.

Now, the East China Sea region: the provinces that border the East China Sea. According to geography, the East China Sea is bordered by China's provinces: Jiangsu, Zhejiang, Shanghai, Anhui, and maybe Shandong (though Shandong is on the Yellow Sea, but sometimes the term is used broadly). Wait, but let's check the map's labels. The map has labels for SD, JS, AH, ZJ, SH. Let's confirm each:

- SD: Shandong (eastern China, borders Yellow Sea and East China Sea)
- JS: Jiangsu (borders East China Sea)
- AH: Anhui (borders East China Sea)
- ZJ: Zhejiang (borders East China Sea)
- SH: Shanghai (borders East China Sea)

Are there any other provinces in the East China Sea region? Fujian (FJ) is also on the East China Sea, but let's check if FJ is included. The map shows FJ, but is its color above 2000? Let's see. The color for FJ: if it's a medium purple, maybe not. The legend shows that 2000 is a certain shade, so if FJ is lighter than that, then it's not above 2000.

Now, let's check the color of each:

- SD: very dark (2500)
- JS: very dark (2500)
- AH: very dark (2500)
- ZJ: very dark (2500)
- SH: very dark (2500)

Wait, but let's count how many of these are in the East China Sea region. Let's confirm the provinces:

1. Shandong (SD) - borders East China Sea
2. Jiangsu (JS) - borders East China Sea
3. Anhui (AH) - borders East China Sea
4. Zhejiang (ZJ) - borders East China Sea
5. Shanghai (SH) - borders East China Sea
6. Fujian (FJ) - borders East China Sea

Wait, Fujian is also on the East China Sea. So maybe FJ is included. Let's check the map. The map has FJ labeled. Now, what's the color of FJ? If FJ is a dark purple, then it's above 2000. Let's see.

Looking at the map, the provinces with dark purple (above 2000) are:

- SD, JS, AH, ZJ, SH, and maybe FJ?

Wait, let's check the legend. The color scale goes from 0 (lightest) to 2500 (darkest). So any province with color darker than the 2000 mark is >2000.

Looking at the map:

- The provinces with the darkest color (2500) are SD, JS, AH, ZJ, SH. Let's count:

SD (Shandong), JS (Jiangsu), AH (Anhui), ZJ (Zhejiang), SH (Shanghai). That's 5 provinces.

Wait, but is Fujian (FJ) also in the East China Sea region and has a value >2000? Let's check. FJ is labeled on the map. If FJ's color is as dark as the others, then it's included. But looking at the map, FJ is a bit lighter than the others. Let's see:

The map shows:

- SD: very dark
- JS: very dark
- AH: very dark
- ZJ: very dark
- SH: very dark
- FJ: medium dark (maybe 1500-2000)

So FJ is probably not above 2000.

Now, the question is about the East China Sea region. Let's confirm which provinces are in the East China Sea region. According to standard geography, the East China Sea is bordered by:

- Jiangsu (JS)
- Zhejiang (ZJ)
- Shanghai (SH)
- Anhui (AH)
- Shandong (SD) (though Shandong is more on the Yellow Sea, but sometimes included in the broader eastern region)
- Fujian (FJ) (borders East China Sea)

But let's check the map's labels. The map has labels for SD, JS, AH, ZJ, SH, FJ. Now, we need to check which of these have value >2000.

Looking at the color:

- SD: dark purple (2500)
- JS: dark purple (2500)
- AH: dark purple (2500)
- ZJ: dark purple (2500)
- SH: dark purple (2500)
- FJ: medium purple (maybe 1500)

So FJ is not above 2000. So the provinces in the East China Sea region with value >2000 are SD, JS, AH, ZJ, SH. That's 5 provinces.

Wait, but let's make sure. Let's check the legend. The color for 2000 is a certain shade. The provinces with color darker than that are above 2000. So if SD, JS, AH, ZJ, SH are all dark purple (2500), then they are all above 2000. FJ is a bit lighter, so below 2000.

Now, how many are in the East China Sea region? Let's confirm the East China Sea region. The East China Sea is the sea to the east of China, so the provinces bordering it are:

- Jiangsu (JS)
- Zhejiang (ZJ)
- Shanghai (SH)
- Anhui (AH)
- Shandong (SD) (since Shandong's coast is near the East China Sea)
- Fujian (FJ) (borders East China Sea)

But let's check if Shandong is considered part of the East China Sea region. Shandong is on the Yellow Sea, but the East China Sea is adjacent. Maybe the question is using ""East China Sea region"" as the eastern coastal provinces, including Shandong.

Now, the key is to count how many of these provinces have value >2000.

From the map:

- SD: value >2000 (dark purple)
- JS: value >2000 (dark purple)
- AH: value >2000 (dark purple)
- ZJ: value >2000 (dark purple)
- SH: value >2000 (dark purple)
- FJ: value ≤2000 (medium purple)

So that's 5 provinces.

Wait, but let's check again. The map's legend: the color for 2000 is a specific shade. The provinces with color darker than that are above 2000. So if SD, JS, AH, ZJ, SH are all in the darkest part of the color scale (2500), then",,saved_final_answer_too_long,0.0,0,not_extractable,,,,,,,,,,,,No extractable final answer.
mapwise_china_map22_2C_t19_idx0018,18,china,map22_2C,19,Yes or no: the value of Guangdong is lower than Shandong.,Yes,Binary,c,N,complete,87,4.999,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_china_map7_0D_t1_idx0019,19,china,map7_0D,1,How many distinct categories does the legend contain?,5,Count,d,N,complete,263,14.221,6,6,saved_final_answer,0.0,0,count_exact_match,,,,,,,,,,5,6,
mapwise_china_map7_0D_t17_idx0020,20,china,map7_0D,17,Count the coastal states with the values in range 28.3 - 37.20 in the southeast region.,1,Count,d,N,truncated,3072,159.141,"Got it, let's tackle this problem step by step. First, I need to understand what's being asked: count the coastal states in the southeast region with values in the 28.3 - 37.2 range.

First, let's recall the southeast region of China. The southeast typically includes provinces like Guangdong (GD), Guangxi (GX), Fujian (FJ), Hainan (HI), Jiangxi (JX), Hunan (HN), etc. But we need coastal states. Coastal provinces in China's southeast would be those bordering the sea, like Guangdong, Guangxi (though Guangxi's coast is on the South China Sea), Fujian, Hainan, Jiangsu (but Jiangsu is more eastern), etc. Wait, the southeast region here probably refers to the southern coastal provinces.

Now, the legend has color codes:
- Light beige: 1.79 - 14.6
- Pink: 14.6 - 20.5
- Light purple: 20.5 - 28.3
- Dark purple: 28.3 - 37.2
- Very dark purple: 37.2 - 62.9
- Gray: N/A

We need states (provinces) in the southeast region that are coastal and have color corresponding to 28.3 - 37.2 (dark purple).

First, identify the southeast region. In China, the southeast includes provinces like Guangdong (GD), Guangxi (GX), Fujian (FJ), Hainan (HI), Jiangxi (JX), Hunan (HN), etc. But coastal ones: Guangdong (coastal), Guangxi (coastal, South China Sea), Fujian (coastal), Hainan (island, coastal), Jiangsu (coastal but more eastern, maybe part of the southeast?), but let's check the map labels.

Looking at the map:

First, list all provinces with labels:

- HL (Heilongjiang) - northeast
- JI (Jilin) - northeast
- LN (Liaoning) - northeast
- HE (Hebei) - north
- SX (Shanxi) - north
- SD (Shandong) - east
- JS (Jiangsu) - east
- ZJ (Zhejiang) - east
- AH (Anhui) - east
- HB (Hubei) - central
- SC (Sichuan) - west
- GZ (Guangzhou? Wait, no, GZ is Guangxi? Wait, the labels: GZ is probably Guangxi (GX), but let's check. Wait, the labels on the map:

Looking at the map, the labels are:

- XJ (Xinjiang)
- QH (Qinghai)
- XZ (Xizang)
- GS (Gansu)
- NX (Ningxia)
- HL (Heilongjiang)
- JI (Jilin)
- LN (Liaoning)
- HE (Hebei)
- SX (Shanxi)
- SD (Shandong)
- JS (Jiangsu)
- ZJ (Zhejiang)
- AH (Anhui)
- HB (Hubei)
- SC (Sichuan)
- GZ (Guangxi)
- GX (Guangxi? Wait, maybe GZ is Guangzhou, but no, the provinces are labeled as two-letter codes. Wait, standard Chinese province codes:

- GD: Guangdong
- GX: Guangxi
- FJ: Fujian
- HN: Hainan
- JX: Jiangxi
- etc.

Wait, on the map, the labels are:

Looking at the map, the provinces in the southeast (south and east) would include:

- GD (Guangdong)
- GX (Guangxi)
- FJ (Fujian)
- HN (Hainan)
- JX (Jiangxi)
- HN (Hunan)
- etc.

Now, coastal provinces: Guangdong (GD), Guangxi (GX), Fujian (FJ), Hainan (HI), Jiangsu (JS) is coastal but more eastern, maybe part of the southeast? Wait, the southeast region in China is often considered as the southern coastal provinces, including Guangdong, Guangxi, Fujian, Hainan, etc.

Now, check which of these are in the 28.3 - 37.2 range (dark purple).

First, identify the color for 28.3 - 37.2: the legend says dark purple (the third color from the bottom, but let's check the legend:

Legend:

- 1.79 - 14.6: light beige (first color)
- 14.6 - 20.5: pink (second)
- 20.5 - 28.3: light purple (third)
- 28.3 - 37.2: dark purple (fourth)
- 37.2 - 62.9: very dark purple (fifth)
- N/A: gray

So 28.3 - 37.2 is dark purple.

Now, look at the southeast region provinces:

1. Guangdong (GD): check the color. On the map, GD is labeled, and its color. Let's see. The map shows GD as dark purple? Let's check.

2. Guangxi (GX): labeled GZ? Wait, the labels: the map has GZ. Wait, maybe GZ is Guangxi. Let's check the labels:

Looking at the map, the provinces in the south:

- GZ (Guangxi)
- GX (Guangxi? Wait, maybe the labels are:

Wait, the user's map has labels like:

- GZ (probably Guangxi)
- GX (maybe Guangxi, but maybe not. Wait, standard Chinese province codes:

- GD: Guangdong
- GX: Guangxi
- FJ: Fujian
- HN: Hainan
- JX: Jiangxi
- etc.

On the map, the labels are:

- GZ: let's see, in the south, there's a label GZ. Let's check the color.

- GD: Guangdong, which is labeled as GD? Wait, the map has a label ""GD"" near the south. Let's check.

Wait, the map has:

- In the south, there's a label ""GD"" (Guangdong), ""GZ"" (Guangxi), ""FJ"" (Fujian), ""HN"" (Hunan), ""JX"" (Jiangxi), ""H"" (Hainan? Wait, the map has ""HI"" as a label, which is Hainan.

Wait, the labels on the map:

- HI: Hainan (island)
- GD: Guangdong
- GZ: Guangxi
- FJ: Fujian
- JX: Jiangxi
- HN: Hunan
- etc.

Now, let's list the southeast coastal provinces:

Coastal provinces in China's southeast:

- Guangdong (GD) - coastal
- Guangxi (GX) - coastal (South China Sea)
- Fujian (FJ) - coastal
- Hainan (HI) - coastal (island)
- Jiangxi (JX) - not coastal (bordering the sea? No, Jiangxi is inland, borders Hunan, etc.)
- Hunan (HN) - inland
- Anhui (AH) - not coastal
- Jiangsu (JS) - coastal, but more eastern (east coast), but is it part of the southeast region? Maybe, but let's see.

Wait, the question says ""southeast region"". In China, the southeast region typically includes provinces like Guangdong, Guangxi, Fujian, Hainan, and sometimes Jiangxi, but Jiangxi is not coastal. So coastal ones are GD, GX, FJ, HI.

Now, check which of these are in the 28.3 - 37.2 range (dark purple).

Let's check each:

1. Guangdong (GD): on the map, GD is labeled. What color is it? Looking at the map, GD is dark purple (28.3 - 37.2). Yes.

2. Guangxi (GX): labeled GZ. What color? GZ is dark purple (28.3 - 37.2). Yes.

3. Fujian (FJ): labeled FJ. What color? FJ is light purple (20.5 - 28.3). So not in the 28.3 - 37.2 range.

4. Hainan (HI): labeled HI. What color? HI is light purple (20.5 - 28.3). So not in the range.

Wait, but maybe I missed some. Let's check other provinces.

Wait, what about Jiangxi (JX)? JX is labeled. Is it coastal? No, Jiangxi is inland. So not coastal.

Hunan (HN): labeled HN. Is it coastal? No, Hunan is inland.

Jiangsu (JS): coastal, but is it in the southeast region? Jiangsu is on the east coast, but the southeast region is more southern. Maybe not. Let's check the color of JS. JS is labeled, and its color is pink (14.6 - 20.5), so not in the range.

Wait, let's check the map again.

Looking at the map:

- The provinces in the south:

- GD (Guangdong): dark purple (28.3 - 37.2)
- GZ (Guangxi): dark purple (28.3 - 37.2)
- FJ (Fujian): light purple (20.5 - 28.3)
- HN (Hunan): light purple (20.5 - 28.3)
- JX (Jiangxi): light purple (20.5 - 28.3)
- HI (Hainan): light purple (20.5 - 28.3)

Wait, but is Guangxi (GZ) coastal? Yes, Guangxi borders the South China Sea. So it's a coastal province.

Guangdong (GD) is coastal, yes.

Fujian (FJ) is coastal, but its color is light purple (20.5 - 28.3), so not in the 28.3 - 37.2 range.

Hainan (HI) is coastal, but color is light purple.

So the coastal provinces in the southeast region (south and east) with color 28.3 - 37.2 (dark purple) are GD and GZ.

Wait, but let's check if there are others.

What about Zhejiang (ZJ)? ZJ is labeled. Is it coastal? Yes, Zhejiang is on the east coast. Is it in the southeast region? Maybe, but the southeast region is more southern. Let's check the color of ZJ. ZJ is pink (14.6 - 20.5), so not in the range.

Jiangsu (JS) is coastal, color pink.

Shandong (SD) is coastal, but it's in the east, not southeast. SD is pink.

So the coastal provinces in the southeast region (south) with dark purple (28.3 - 37.2) are GD and GZ.

Wait, but let's confirm the labels:

- GD: Guangdong, dark purple.
- GZ: Guangxi, dark purple.

Are there any others?

What about Hunan (HN)? No, it's inland.

Jiangxi (JX): inland.

Fujian (FJ): coastal, but light purple.

Hainan (HI): coastal, light purple.

So only GD and GZ.

Wait, but let's check the map again. The user's map has:

- GZ (Guangxi) is dark purple.

- GD (Guangdong) is dark purple.

Yes.

Now, are there any other coastal provinces in the southeast region?

What about Fujian (FJ)? It's coastal, but color is light purple (20.5 - 28.3), so not in the 28.3 - 37.2 range.

Hainan (HI) is coastal, but color is light purple.

So the count is 2.

Wait, but let's make sure. Let's check the legend again.

The color for 28.3 - 37.2 is dark purple. So which provinces are dark purple?

Looking at the map:

- GD (Guangdong) is dark purple.

- GZ (Guangxi) is dark purple.

- Also, maybe others? Let's see.

Wait, the map has:

- In the south, there's a province labeled ""GZ"" (Guangxi), ""GD"" (Guangdong), ""FJ"" (Fujian), ""HN"" (Hunan), ""JX"" (Jiangxi), ""HI"" (Hainan).

Check their colors:

- GD: dark purple (28.3 - 37.2)

- GZ: dark purple (28.3 - 37.2)

- FJ: light purple (20.5 - 28.3)

- HN: light purple (20.5 - 28.3)

- JX: light purple (20.5 - 28.3)

- HI: light purple (20.5 - 28.3)

So only GD and GZ are dark purple (28.3 - 37.2) and are coastal (since Guangdong and Guangxi are coastal provinces).

Wait, but is Guangxi considered part of the southeast region? Yes, because it's in the southern part of China, bordering the South China Sea.

So the coastal states (provinces) in the southeast region with values in 28.3 - 37.2 are Guangdong (GD) and Guangxi (GZ). So that's 2.

Wait, but let's check if there are any others. What about Jiangxi",,saved_final_answer_too_long,0.0,0,not_extractable,,,,,,,,,,,,No extractable final answer.
mapwise_china_map7_0D_t34_idx0021,21,china,map7_0D,34,Yes or no: Guangdong is the South most state that has a higher value compared to all its neighbours.,Yes,Binary,d,Y,complete,2830,144.672,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_china_map7_0D_t36_idx0022,22,china,map7_0D,36,Name the South most state in the highest range.,Guangdong,Single,d,N,complete,1437,74.704,HN,HN,saved_final_answer,0.0,0,single_recall,0.0,0.0,0.0,,,,,,,"[""guangdong""]","[""hunan""]",
mapwise_china_map7_0D_t6_idx0023,23,china,map7_0D,6,Yes or no: the map depicts absolute values.,Yes,Binary,d,N,complete,130,7.16,no,no,saved_final_answer,0.0,0,binary_exact_match,,,,,,,,,,yes,no,
mapwise_china_map7_0D_t2_idx0024,24,china,map7_0D,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,Binary,d,N,complete,147,8.05,no,no,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,no,no,
mapwise_china_map7_0D_t19_idx0025,25,china,map7_0D,19,Yes or no: the value of the state Liaoning is higher than state Tibet.,Yes,Binary,d,N,complete,256,13.769,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_china_map7_0D_t8_idx0026,26,china,map7_0D,8,Which class has the largest range of values?,37.20 - 62.90,Range,d,N,complete,296,16.03,37.2 - 62.9,37.2 - 62.9,saved_final_answer,1.0,1,discrete_range_exact_match,,,,,,,,,exact,"[37.2, 62.9]","[37.2, 62.9]",Discrete: exact normalized range match only.
mapwise_china_map7_0D_t5_idx0027,27,china,map7_0D,5,Yes or no: the legend has different shades of the same colour?,Yes,Binary,d,N,complete,202,10.944,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
mapwise_china_map12_2D_t2_idx0028,28,china,map12_2D,2,Yes or no: in the legend the colour intensity is directly proportional to the value.,Yes,Binary,d,N,complete,228,12.263,yes,yes,saved_final_answer,1.0,1,binary_exact_match,,,,,,,,,,yes,yes,
